"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000099991",20.0404746526223,1.30076580435216,0.531418983860017,2.44772174848537,0.0143762630901862,0.0573317851371351
"ENSG00000100413",19.821268235431,-1.41530817191786,0.578257877549231,-2.44753807404442,0.0143835927375851,0.0573317851371351
"ENSG00000228315",4.42817154156043,3.02573810613902,1.24238057015349,2.43543579063314,0.0148738641431738,0.0584625493405304
"ENSG00000185651",83.2060454275686,-0.639592818709551,0.264431869680465,-2.41874332122835,0.0155742255756586,0.0602550380811977
"ENSG00000184436",13.709298190947,-1.6964270242065,0.702592395954918,-2.41452516989004,0.0157557343392531,0.0602550380811977
"ENSG00000100030",57.0916281084532,0.732604004628993,0.306492920785223,2.39028034563438,0.0168355163325001,0.0635260149613002
"ENSG00000133424",10.1658420602142,1.85285924284564,0.784510057723656,2.36180431927402,0.01818623873849,0.0670741113508736
"ENSG00000213683",3.37413349951756,-4.1987657405812,1.77875394443305,-2.36050958803045,0.0182498465512978,0.0670741113508736
"ENSG00000197182",2.79915279978956,-3.94417758999154,1.67659812392496,-2.3524883713684,0.0186482728464915,0.0675076596414792
"ENSG00000100416",8.84727908678325,-1.87093067472045,0.798964765155276,-2.34169359690955,0.0191964672333346,0.0675076596414792
"ENSG00000237668",9.82204450479257,3.4834848020797,1.48834643793306,2.34050669474333,0.0192575931493818,0.0675076596414792
"ENSG00000100031",48.4951887781465,-0.7696721118406,0.329023752905855,-2.3392600231535,0.0193219803214128,0.0675076596414792
"ENSG00000100342",5.5749627464469,2.52549557487792,1.08725593028583,2.32281609557558,0.0201890340337492,0.0696767881896467
"ENSG00000183506",8.15573587131292,2.2420398886192,0.971964474555751,2.30670970731102,0.0210710087305183,0.0718445237438153
"ENSG00000100359",4.94734139601521,-2.59284104495203,1.18162365999365,-2.19430359490767,0.0282135911910667,0.0943460638202281
"ENSG00000075234",17.2226648474543,1.21472596836744,0.554014975344356,2.19258688379752,0.028337156977807,0.0943460638202281
"ENSG00000099994",7.95502661977727,-2.0262182608608,0.931558179152293,-2.17508504160699,0.0296237441882994,0.0968456947463669
"ENSG00000184319",8.93976644905631,-1.97256014684016,0.909263321195399,-2.1694047267263,0.030051970437387,0.0968456947463669
"ENSG00000099899",7.49534360780671,-1.9302926248543,0.89011812335627,-2.1685802976081,0.0301145623239586,0.0968456947463669
"ENSG00000128266",4.48745190663256,2.3420430651734,1.09251592489683,2.14371526474048,0.032055708345185,0.100831394148727
"ENSG00000100228",2.18442760503628,-3.53612368703984,1.65103567867913,-2.1417609157113,0.0322127260230395,0.100831394148727
"ENSG00000100075",68.452734457893,-0.603197996494074,0.281979074172845,-2.13915872397088,0.0324228157863397,0.100831394148727
"ENSG00000166897",2.17926064497215,-3.56168306585015,1.67137140566938,-2.13099437609662,0.0330896055019119,0.101786503880881
"ENSG00000100379",8.25622024100883,-1.79558794372594,0.846104680101755,-2.12218178903111,0.033822475210912,0.102922155749334
"ENSG00000100058",5.45330805194449,2.20563768263491,1.04221595557167,2.11629621561981,0.0343196224126472,0.103323969604034
"ENSG00000198125",2.2457802990064,-3.5124992958386,1.6909790677067,-2.07719856674645,0.0377832361083023,0.112554271775259
"ENSG00000241878",15.1189849426726,1.24703854145563,0.603867257113383,2.06508719717103,0.0389147505846773,0.114717441827747
"ENSG00000100253",1.38451611915835,4.84314827417865,2.3513759582862,2.05970817091647,0.0394264478181752,NA
"ENSG00000099999",2.4368402105268,-3.04651693385184,1.49266070628737,-2.04099760985155,0.041251064670896,0.118762466222278
"ENSG00000128342",10.4154083504513,-1.7031239836013,0.834585733377427,-2.04068188022943,0.0412824575613673,0.118762466222278
"ENSG00000100321",3.63073810930089,-2.77129290907851,1.36035957401201,-2.0371767597484,0.0416323318975527,0.118762466222278
"ENSG00000250479",140.732422960313,-0.462315363570274,0.227986154211332,-2.02782210687115,0.0425784072532344,0.118762466222278
"ENSG00000183172",37.717795915837,0.844454281188532,0.416769483511307,2.02619029127074,0.0427452881668514,0.118762466222278
"ENSG00000182944",76.8933019408923,-0.521141882676547,0.257276615270192,-2.02560921492707,0.0428048464829411,0.118762466222278
"ENSG00000184702",2.72794292409035,-3.86754288984894,1.92135602181561,-2.01292360496222,0.0441226668597769,0.121230240012785
"ENSG00000128284",1.71340837005859,4.89852902969519,2.45427503381184,1.9959169050777,0.0459429682950883,NA
"ENSG00000185340",12.6757204762443,-1.7070599201912,0.857729918888165,-1.99020680356351,0.0465681591610149,0.1267191254093
"ENSG00000100226",7.46562743936567,1.6177047809709,0.815093381631461,1.98468643891202,0.0471793685223756,0.127159631350784
"ENSG00000100029",51.969343726492,-0.706693580791625,0.364404757715952,-1.93930942400725,0.0524636720516106,0.140068105571753
"ENSG00000070413",24.0348170938787,1.01560631723081,0.532578957700632,1.90695915140097,0.0565258773727377,0.149503021462475
"ENSG00000100060",1.3610603152566,3.99301070051713,2.11415315963087,1.88870455403255,0.0589314280739886,NA
"ENSG00000184164",7.8371048640341,-1.93367062025523,1.02777768847052,-1.88140941562256,0.0599162470321944,0.157002758426954
"ENSG00000185022",6.62572768646357,1.62100563299276,0.864072231672825,1.87600709011853,0.060654306323898,0.157478611831772
"ENSG00000237517",1.90445241230472,-3.26936570221954,1.75056540097783,-1.86760557497215,0.0618170687798995,NA
"ENSG00000100316",1107.44041672034,0.236345500671869,0.126595492316322,1.86693456731711,0.0619107259023586,0.158040161566689
"ENSG00000243156",8.31282707864844,-1.51172808744608,0.809976439403986,-1.86638525999407,0.06198748386538,0.158040161566689
"ENSG00000175329",1.23775651128689,4.63694812933371,2.50910100441635,1.84805160141903,0.0645948783365653,NA
"ENSG00000025770",15.1935785796939,-1.0686530958516,0.581785963541209,-1.83684922432114,0.0662321568217648,0.16677864496072
"ENSG00000186951",6.60983400953445,1.79284651747497,0.977343885065151,1.83440705453993,0.0665935932175313,0.16677864496072
"ENSG00000238120",1.97190625255563,-3.2774227137761,1.8126479342728,-1.80808564741555,0.0705931716322483,NA
"ENSG00000128408",2.08221487475662,-2.74783746026309,1.53322233763997,-1.79219764335858,0.0731013120350338,0.181470800929075
"ENSG00000100335",20.6873308668963,0.968058597471429,0.545360419622972,1.77508041038381,0.0758846110518466,0.185684985463963
"ENSG00000100100",2.17826288517858,2.75637724048046,1.55401813674842,1.77370982699585,0.0761111601195043,0.185684985463963
"ENSG00000100376",6.518533697507,1.50080416164575,0.851951739941041,1.76160701514573,0.0781357178609006,0.188994941492606
"ENSG00000185386",1.70584692700032,-3.21586235110667,1.85011683006501,-1.73819420419719,0.0821766000103457,NA
"ENSG00000188130",11.6110032706515,-1.3502302742394,0.780695377172506,-1.72952256887906,0.0837156108099451,0.200775575078089
"ENSG00000100206",1.85860059852701,-3.17485104657582,1.86660588053963,-1.70086844774002,0.0889676926451996,NA
"ENSG00000169635",3.19098898531218,2.19939101388935,1.30964646984325,1.67937765231605,0.0930784658324907,0.221354670845335
"ENSG00000186716",21.2062117064771,0.893497563382492,0.534547482068027,1.67150270716042,0.0946224244346457,0.222363916084752
"ENSG00000100084",19.0254176263797,0.853442092559858,0.51128280130467,1.669217291061,0.0950743245450706,0.222363916084752
"ENSG00000100014",18.1517915203993,0.868303512386715,0.529269289697321,1.6405703661425,0.10088663062492,0.234023905466002
"ENSG00000100294",9.91272274360295,-1.18710025663034,0.739165850170619,-1.60599986641202,0.108273939307779,0.249118088000825
"ENSG00000056487",1.5254032008297,-3.02673808506825,1.88879843766779,-1.60246748658133,0.109052271734662,NA
"ENSG00000235954",3.74837200681564,-1.90560369497695,1.20305040332034,-1.58397660623163,0.113199042799105,0.258349428323764
"ENSG00000100056",7.1547628416327,-1.43257283132296,0.908519836275556,-1.5768206417988,0.11483680063443,0.259990516636349
"ENSG00000100036",1.47062839153954,-2.96655936447933,1.911777674418,-1.55172821828377,0.120727267791014,NA
"ENSG00000130638",85.450451422018,-0.47130080020481,0.304828958336837,-1.54611557503018,0.122076657927522,0.27329061627219
"ENSG00000182351",3.24609799283164,-2.89586273336712,1.8758317988732,-1.54377526551509,0.122642785394234,0.27329061627219
"ENSG00000100373",0.839017667450629,4.25683303578213,2.75947335278352,1.5426251648664,0.122921748632188,NA
"ENSG00000100429",3.79357971736818,1.71897372691504,1.11683295285156,1.5391502574544,0.123767618039853,0.273642468009987
"ENSG00000099968",16.3674736039762,-0.958294831754887,0.626973414094799,-1.52844572068249,0.126401910469477,0.277300315215984
"ENSG00000100410",39.3777735238735,-0.598194157363488,0.395492862685789,-1.51252832554589,0.130399512334481,0.283869707620448
"ENSG00000196588",15.2569318425189,-1.06554121716322,0.708691778066406,-1.50353263596544,0.132701747599039,0.286676294431512
"ENSG00000128191",6.51590682529347,-1.36374506552947,0.911831275905107,-1.49561119646371,0.134755003732437,0.288906561032421
"ENSG00000100325",12.7195449919876,-1.06443701576148,0.718261602125319,-1.48196285672496,0.138350178367245,0.291061145353879
"ENSG00000100220",55.4134008286072,-0.463229892485321,0.312733319163449,-1.48122973824614,0.138545364221633,0.291061145353879
"ENSG00000128294",8.75982573675746,-1.17126935531144,0.791342461794731,-1.48010426820147,0.138845422695313,0.291061145353879
"ENSG00000184058",1.51351667637702,-2.86410490047191,1.95535369168046,-1.46475029691966,0.142989056880272,NA
"ENSG00000100320",19.9105420823031,-0.778439289174023,0.531835547459563,-1.46368420255551,0.143280253802455,0.296863347796079
"ENSG00000099942",15.4218339778749,0.875441204633369,0.598752187643093,1.46210940469282,0.143711231971953,0.296863347796079
"ENSG00000133433",0.966773890932888,3.94577389649354,2.70994644436613,1.45603390232919,0.145383247861509,NA
"ENSG00000100216",75.0979299004302,-0.421515057667659,0.289669292983709,-1.45515961780376,0.145625077519494,0.298636934333454
"ENSG00000198355",30.4769326209621,0.591531009633373,0.408408519413249,1.44838068139032,0.147510614598817,0.300327366413419
"ENSG00000015475",26.8226928105657,-0.614984738273597,0.42892521047039,-1.43378081600557,0.151634821175911,0.306518959948449
"ENSG00000100353",93.0456807142428,-0.364460829930304,0.25659002539792,-1.42040139465709,0.155490857024975,0.311000294356626
"ENSG00000182841",2.65885676655773,-1.96636521154245,1.38919197192973,-1.41547406785757,0.156929546445342,0.311000294356626
"ENSG00000100281",5.18467351355037,-1.45807605403346,1.0322053034477,-1.41258337770916,0.157778259322098,0.311000294356626
"ENSG00000070371",2.36591150585347,-2.06789979867365,1.46855351793376,-1.40812014912685,0.159095495611499,0.311000294356626
"ENSG00000100258",33.9362045820744,0.581992126806464,0.413560204993878,1.40727303976232,0.159346440571416,0.311000294356626
"ENSG00000232346",195.7723553407,-0.467608549124388,0.335961236255214,-1.39185268615088,0.16396701181257,0.31660266912679
"ENSG00000170638",18.987370093848,-0.721569337717853,0.51924436782166,-1.38965270002829,0.164634364478352,0.31660266912679
"ENSG00000100150",3.16580278702795,-2.38579768237006,1.72064796096567,-1.386569325332,0.165573127317191,0.31660266912679
"ENSG00000183773",1.38725013644743,3.07430449162974,2.26468323162839,1.35749867738421,0.174622813421818,NA
"ENSG00000100109",9.87962271643463,-1.03249071936307,0.762136158551423,-1.35473262589391,0.17550275913149,0.333337455263166
"ENSG00000187051",40.8283526196682,-0.54904168275414,0.407690656983841,-1.34671146701285,0.178073177678637,0.335964728553695
"ENSG00000133466",5.97962175330497,-1.43585661041779,1.08621636737519,-1.321888210806,0.186205378703523,0.348980941543689
"ENSG00000185339",3.32961587941621,-1.75552324950935,1.33260511592581,-1.31736193154993,0.187717334983117,0.349500038159356
"ENSG00000100280",18.9947913507842,-0.831758069111301,0.639628253936773,-1.30037731133985,0.193471682258656,0.356415466987644
"ENSG00000100304",27.6807632993592,0.603241994418267,0.464396335757242,1.29898095219598,0.193950466134619,0.356415466987644
"ENSG00000100387",79.0320002169872,-0.437604719211486,0.33836091754448,-1.29330752022789,0.195904720728444,0.357684103007417
"ENSG00000073169",9.09758165499017,-0.991719869144805,0.775085241173633,-1.27949781064486,0.200721810093918,0.363965066060098
"ENSG00000130489",15.2132761198573,-0.751310633216558,0.589051304589636,-1.27545873740142,0.202146920055967,0.363965066060098
"ENSG00000197077",10.4818516779679,0.915829021201006,0.720944677659588,1.2703180279714,0.203971369020641,0.363965066060098
"ENSG00000100239",10.483064239126,0.820032745861184,0.64627263475507,1.2688650296511,0.204489206726345,0.363965066060098
"ENSG00000215193",6.46644672654517,1.05235154635552,0.83839154921335,1.2552029506296,0.20940509468967,0.370101366905396
"ENSG00000183741",9.27572880961091,-1.13811974298315,0.909496239815569,-1.25137377501851,0.21079814062589,0.370101366905396
"ENSG00000186654",15.5507846400577,-0.795352407517309,0.637063304447971,-1.24846683518602,0.21186014642641,0.370101366905396
"ENSG00000187045",3.64602333000948,1.68325912656004,1.3536392371981,1.24350645305187,0.213681264495341,0.37099262486001
"ENSG00000273899",12.5338610940647,-0.951177715652672,0.774852924317614,-1.22755904482175,0.219612544028188,0.378965548536446
"ENSG00000073150",3.61718576467911,-1.39089253582666,1.1485486315049,-1.21100012456958,0.225895356957555,0.387444763751443
"ENSG00000272779",8.51273065542303,-0.924740499881704,0.769582867293958,-1.20161263871858,0.229513642423173,0.391279281962397
"ENSG00000187860",1.38109469222063,-2.09171127025129,1.74331228182835,-1.19984886933599,0.230198040700739,NA
"ENSG00000183597",3.30060913477808,-1.61022064769944,1.34867512123579,-1.1939277460861,0.232506232939896,0.394007568395154
"ENSG00000213790",5.71856472400908,-1.35600299219071,1.13962876681616,-1.18986377992111,0.234099936461479,0.394346916777372
"ENSG00000073146",0.618878255643447,3.74507644693854,3.1488527239228,1.18934633509089,0.23430340908481,NA
"ENSG00000230701",0.618878255643447,3.74507644693854,3.1488527239228,1.18934633509089,0.23430340908481,NA
"ENSG00000277971",0.618878255643447,3.74507644693854,3.1488527239228,1.18934633509089,0.23430340908481,NA
"ENSG00000040608",1.28986889726002,-2.74889701902103,2.32507207058821,-1.18228464992296,0.237092774207922,NA
"ENSG00000100401",57.0749168178499,-0.439439053623409,0.37597639280226,-1.16879427016187,0.242486529479672,0.406057324513296
"BambuGene1",0.921179881385861,2.70277506977305,2.35521493865969,1.14757045117553,0.251145933948584,NA
"ENSG00000100105",14.8307296191097,0.779246849626085,0.685718190150137,1.13639518510581,0.255791210003246,0.42581713194658
"ENSG00000198951",7.10261469689996,-0.988199731480136,0.874184205128081,-1.13042505879565,0.258297159998916,0.427474247249668
"ENSG00000077942",31.6273283598763,0.443304223494931,0.411420231404678,1.07749738504933,0.281258118376051,0.462767718025711
"ENSG00000100263",8.38457334117586,0.787133185271622,0.742368147719384,1.06030032092535,0.289007993293603,0.467117789793195
"ENSG00000198792",22.3753326609911,-0.480893843624197,0.454734913854431,-1.05752566819213,0.290271746362089,0.467117789793195
"ENSG00000242247",17.6923732699681,0.534878820933134,0.50743989956931,1.05407324372229,0.291849384986902,0.467117789793195
"ENSG00000100023",15.3538913759566,0.631205962721603,0.600544010938888,1.05105696039626,0.293232429762614,0.467117789793195
"ENSG00000100403",14.1730769178669,0.595661613817022,0.566770314879019,1.05097532135954,0.293269924430079,0.467117789793195
"ENSG00000100241",21.7744240961407,0.487334775041703,0.464381841874557,1.04942685328628,0.29398170443163,0.467117789793195
"ENSG00000182858",11.9801817828965,-0.754371258739179,0.723374454268556,-1.04285028906912,0.297017635990089,0.467117789793195
"ENSG00000196419",238.022639905982,-0.194744714632648,0.186777175857344,-1.04265798933265,0.297106721423233,0.467117789793195
"ENSG00000100139",13.0053848981803,0.657577114591464,0.641574835625764,1.02494218612875,0.305390467684702,0.477488963286026
"ENSG00000100302",1.05512710019842,-2.29645888088251,2.24532693632845,-1.02277260550647,0.306415373335747,NA
"ENSG00000100221",17.8048419544196,0.499108195089701,0.490134158427768,1.01830934756867,0.308530967534541,0.479748702265248
"ENSG00000099940",11.7569949004866,-0.624267969856672,0.627169030253033,-0.995374356423194,0.31955422584533,0.494174021389226
"ENSG00000128218",0.820014283061434,3.48389663026789,3.53212061019805,0.98634701776861,0.323962854755095,NA
"ENSG00000228620",0.820014283061434,3.48389663026789,3.53212061019805,0.98634701776861,0.323962854755095,NA
"ENSG00000228807",0.820014283061434,3.48389663026789,3.53212061019805,0.98634701776861,0.323962854755095,NA
"ENSG00000237015",0.820014283061434,3.48389663026789,3.53212061019805,0.98634701776861,0.323962854755095,NA
"ENSG00000177989",1.65087655033686,-1.96492936650495,2.00405365898842,-0.980477422693753,0.326850508882845,NA
"ENSG00000244625",1.12192901945419,-1.818988055206,1.86795223390241,-0.973787242624447,0.330162188689909,NA
"ENSG00000099910",3.9792787082768,-1.21253698338805,1.25802880228989,-0.963838809716411,0.335126745826151,0.515439505808699
"ENSG00000128271",1.69722124189415,1.59840100674576,1.66282663840162,0.961255352681995,0.336423790855736,NA
"ENSG00000178026",6.02674185796945,0.783924019884332,0.833453070419208,0.940573677999694,0.346923376142768,0.52843759333241
"ENSG00000235776",4.46409784929073,1.30295271305314,1.38639240826003,0.939815239386942,0.347312340494093,0.52843759333241
"ENSG00000099998",0.673653064933602,2.50850895055966,2.67890080736548,0.936394861527783,0.349069922626511,NA
"ENSG00000235689",0.440278823614363,3.7445428506968,4.01839339532755,0.931850737921985,0.351413669128561,NA
"ENSG00000274602",3.05761174977439,1.15592313424596,1.25554948632747,0.920651194424107,0.357232564803075,0.53475989336715
"ENSG00000099889",2.47260399420474,1.48946495534838,1.62150381948936,0.918570118334625,0.358320467651252,0.53475989336715
"ENSG00000180957",24.4485004768018,-0.421216300471733,0.458781954425573,-0.918118719379721,0.358556715617851,0.53475989336715
"ENSG00000205643",5.73626297544668,-0.91213911828036,0.994457890552075,-0.917222465572659,0.359026076818935,0.53475989336715
"ENSG00000100201",42.2600642886919,0.401639765027463,0.439970816355761,0.912878195772641,0.361306606323752,0.535339107799067
"ENSG00000213923",31.1982104613912,0.370232640019473,0.411604650101289,0.899486047906321,0.368393824090793,0.542997146967158
"ENSG00000283023",0.54549845170772,3.51550918268454,4.02039126875361,0.874419664077723,0.381889752449826,NA
"ENSG00000284633",0.54549845170772,3.51550918268454,4.02039126875361,0.874419664077723,0.381889752449826,NA
"ENSG00000251322",3.41138329267264,1.10467164195559,1.27345737127073,0.867458673432693,0.38569074579912,0.564111696196341
"ENSG00000100266",40.8071742369098,-0.32522010689456,0.377203181662828,-0.86218813282775,0.388583998974217,0.564111696196341
"ENSG00000100099",9.28394826112527,0.611771403845643,0.709728593456652,0.861979367163553,0.388698871937408,0.564111696196341
"ENSG00000184792",1.37809766039301,-1.71015326432726,2.02407154557298,-0.844907517260289,0.398162477013023,NA
"ENSG00000128309",76.76014011527,0.209506066402203,0.252838789534301,0.82861520887712,0.407322179146294,0.585939681609341
"ENSG00000100211",7.47310405271796,-0.668852893278286,0.810632380739598,-0.825100143011858,0.409314738539866,0.585939681609341
"ENSG00000244509",6.70643365225257,-0.766215158329264,0.929894956323593,-0.823980335755934,0.409950731302648,0.585939681609341
"ENSG00000099992",5.76094465538221,-0.732947669041133,0.89419408696463,-0.819674027960918,0.412401959772135,0.586020241771039
"ENSG00000236325",0.572885856352798,2.71837683961562,3.31944826108023,0.818924298802292,0.412829605493753,NA
"ENSG00000226085",3.53765969858831,-0.98948611361722,1.2116925683312,-0.8166148241546,0.414148580756918,0.586020241771039
